CODINT_0;FLAG_0;FLAG_1;FLAG_2;FLAG_3;FLAG_4;FLAG_5;FLAG_6;FLAG_7;FLAG_8;FLAG_9;FLAG_10;FLAG_11;FLAG_12;OPTION_0;OPTION_1;OPTION_2;OPTION_3;OPTION_4;OPTION_5;OPTION_6;OPTION_7;OPTION_8;OPTION_9;OPTION_10;OPTION_11;OPTION_12;TYP_0;Texte0;Texte1;Texte2;Texte3;Texte4;Texte5;Texte6;Texte7;Texte8;Texte9;Texte10;Texte11;Texte12;Désignation
GESMFC; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Consultation prix revient
GESMFCP; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Consultation coût prévisionnel
GESMFK; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;#N/A
GESMFL; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Ordres de fabrication
GESMFS; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;#N/A
GESMFSH; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Lier numéros de série
GESMGL; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Planning global
GESMGLA; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Planning global
GESMIL; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Plan de production
GESMKI; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;#N/A
GESMKM; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;#N/A
GESMKO; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;#N/A
GESMML; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Plan de suivi matières
GESMMS; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Paramétrage MMS
GESMOL; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Plan de suivi des temps
GESMPL; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Pilotage des plans de suivi
GESMPY; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;#N/A
GESMRE; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Plan de réintégration
GESMRL; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Regroupement
GESMRLA; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Plan de regroupement
GESMSLW; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Cas d'emploi numéro de série
GESMTL; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Suivi fabrication
GESMWC; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Sections de valorisation
GESMWI; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Coûts de revient industriels
GESMWS; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Postes de charge
GESMWW; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Cas d'emploi postes
GESMXL; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Publipostages XML
GESNCSA; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Actions
GESNCSH; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Non-conformité
GESNCSP; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Plan d'action
GESNTG; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Catégories notes
GESNTS; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;#N/A
GESOMM; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Publipostage
GESOMN; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Campagne de presse
GESOMP; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Campagne d'appels
GESOMR; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Etat mailing
GESOMT; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Salons professionnels
GESONA; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Catégories frais généraux
GESOPP; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Affaire
GESORO; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Paramétrage APS
GESORZ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Prévisions de consommation
GESORZS; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Prévisions de consommation
GESOVE; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Codes frais généraux
GESPAS; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Paramètres interface comptable
GESPBDECO; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;#N/A
GESPBL; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Familles de compétences
GESPBY; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Assemblage/Désassemblage
GESPCB; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Paramètres calculs besoins
GESPCO; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Codes préparation
GESPDB; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Débits de points
GESPDM; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Paramétrage déversement
GESPEC; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Paramétrage des escalades
GESPER; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Périodes
GESPFI; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;#N/A
GESPFI1; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Eléments de facturation achats
GESPIT; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Pivots
GESPJA; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Paramètres jalonnement
GESPLM; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Paramétrage PLM
GESPLP; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Plan de production
GESPOC; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Gestion des commandes ouvertes
GESPOHREV; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;#N/A
GESPOI; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Plan de l'acheteur
GESPOO; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Pools bancaires
GESPOS; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Codes postaux
GESPOV; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Visu des commandes ouvertes
GESPPA; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Paramétrage code préparation
GESPPC; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Paramétrage tarifs achats
GESPPD; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Réponses
GESPPF; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;#N/A
GESPPL; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Saisie des tarifs
GESPPR; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Motifs tarifs achats
GESPPTO; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Pré-réception des commandes
GESPPTS; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Pré-réception des expéditions
GESPPY; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;Positive Pay
GESPQH; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Demandes appel d'offre
GESPRE; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Plan préparation d'expéditions
GESPREPI; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Facture d'acompte
GESPRL; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;#N/A
GESPRM; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Paramétrage extraction
GESPRS; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Structure tarifs achats
GESPRSS; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Structure tarifs ventes
GESPRT; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Bons de préparation
GESPRV; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Prestataires d'honoraires
GESPS1; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Déclencheurs statistiques
GESPS2; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Paramètres statistiques
GESPTA; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Transaction appel d'offre
GESPTC; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Transaction commande
GESPTD; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Transaction demande d'achat
GESPTE; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Transaction ordre ss-traitance
GESPTF; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Transaction fact./avoir achat
GESPTN; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Transaction retour fournisseur
GESPTO; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Règles d'affectation
GESPTR; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Transaction Réception
GESPTR2; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Transaction Réception
GESPTT; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Transaction commande ouverte
GESPVT; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Paramétrage événements avancé
GESPWA; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Paramètres agrégation compta.
GESPWI; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Consulter en-cours ss-trait.
GESPYRA; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Paramétrage HRMS NA
GESQCR; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Demandes d'analyse
GESQLC; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Fiches techniques
GESQST; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Questions
GESQUE; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Queues
GESRC1; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;#N/A
GESRCC; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Factures périodiques clients
GESRCR; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;#N/A
GESRCS; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Factures périodiques fourn
GESRDE; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Associations - définitions
GESREC; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Recodifications massives
GESREP; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Représentants
GESRLK; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Relevé bancaire
GESROT; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Opérations standard
GESROU; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Gestion des gammes
GESROW; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Cas d'emploi gammes
GESRQW; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Demandes de garantie
GESRRS; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Réservations de ressources
GESRSE; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Ressources
GESRTZ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Gestion des retenues
GESRVA; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Associations - valeurs
GESSCC; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Consultation prix revient
GESSCCP; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Consultation coût prévisionnel
GESSCP; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Déroulement scripts d'appel
GESSCQ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;#N/A
GESSCS; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Changements stock
GESSCSL; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Changements stock
GESSCT; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Changements stock
GESSEA; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Secteurs d'activité
GESSEB; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;#N/A
GESSER; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Paramètres passerelle paiement
GESSES; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Saisonnalités
GESSET; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;#N/A
GESSFA; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Paramétrage SFA NA
GESSFI; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;#N/A
GESSFI1; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Eléments de facturation ventes
GESSHFT; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;#N/A
GESSHIP; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Expédition
GESSLA; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Transaction avoir
GESSLC; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Transaction commande
GESSLD; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Transactions livraison
GESSLD2; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Transaction livraison
GESSLI; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Transaction facture
GESSLL; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Transaction retours prêt
GESSLM; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Renumérotation/mélange
GESSLO; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Transaction commande ouverte
GESSLQ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Transaction devis
GESSLR; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Transaction retour client
GESSLS; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Transac.retours matière ss-trt
GESSLT; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Modification de lot
GESSMX; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Changement caractéristiques
GESSND; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;#N/A
GESSNE; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Définition révision tarifs
GESSNP; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Inventaires
GESSNX; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Sessions inventaires
GESSOHREV; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;#N/A
GESSOI; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;#N/A
GESSOL; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Solutions
GESSOR; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Gestion des commandes ouvertes
GESSOS; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;#N/A
GESSOT; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Sorties diverses
GESSOV; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Visu demandes de livraisons
GESSPC; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Paramétrage tarifs ventes
GESSPF; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;#N/A
GESSPK; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Colisage
GESSPL; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Saisie des tarifs
GESSPLPRT; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;#N/A
GESSPP; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Génération catalogues tarifs
GESSPR; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;Motifs tarifs ventes
